date_publish,hostile_encounter,quantified_mass,death,buildings,attack,besieging,destroying,committing_crime,terrorism,killing,military_operation,firing,explosion,surrendering,violence,rebellion,subversion,counterattack,arson
2023-11-12 13:15:04,3.0,3.0,,2.0,6.0,,,,2.0,5.0,,,,,,,,,
2023-11-06 21:47:56,,,,,,,,,,,,,,,,,,,
2023-11-04 14:42:11,1.0,10.0,,8.0,,,,,,,,,,,,,,,
2023-12-17 03:49:59,1.0,,,,,,,,,,,,,,,,,,
2023-12-14 00:25:27,,,,,,,,,,1.0,,,,,,,,,
2023-11-19 08:10:01,,,,,,,,,,,,,,,,,,,
2023-11-11 23:28:57,8.0,2.0,7.0,21.0,4.0,,,2.0,1.0,6.0,,,,,,,,,
2023-11-11 00:34:34,4.0,7.0,,,4.0,,,,1.0,7.0,,,,,,,,,
2023-11-25 08:34:36,2.0,,,,1.0,,,,2.0,,,,,,,,,,
2023-12-25 16:30:48,4.0,3.0,2.0,2.0,,,,,,,,,,,,,,,
2024-01-08 19:11:58,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,
2024-01-21 06:14:36,2.0,,,,3.0,,,,,,,,,,,,,,
2024-01-23 17:11:45,4.0,1.0,,,,,,,,,,,,,,,,,
2023-11-26 22:24:36,5.0,6.0,2.0,6.0,8.0,,1.0,,,7.0,,,,,,,,,
2023-11-09 06:00:04,9.0,5.0,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,
2023-11-23 12:54:19,,,,,,,,,,,,,,,,,,,
2024-01-15 17:33:49,,1.0,,,6.0,,,,3.0,1.0,,,,,,,,,
2023-11-22 21:00:54,1.0,1.0,,,14.0,,,,7.0,4.0,,,13.0,,,,,,
2024-02-09 03:44:19,,,1.0,,,,,,,,,,,,,,,,
2023-11-23 10:23:30,1.0,,1.0,,,,,,,1.0,,2.0,,,,,,,
2023-12-04 10:49:20,4.0,,,,2.0,,,2.0,,,,,,,,,,,
2024-02-04 23:43:33,1.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
2024-02-16 21:05:13,,,5.0,,,,,,,7.0,,,,,,,,,
2023-11-03 17:20:10,,,,,1.0,,,,4.0,,,,,,,,,,
2024-01-30 18:43:58,1.0,3.0,,,,,1.0,,,,,,,,,,,,
2023-11-13 18:09:29,,,,,1.0,,,,,,,1.0,,,,,,,
2024-02-08 15:57:13,1.0,,,,1.0,,,,,,,3.0,,,,,,,
2023-11-26 09:15:10,,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,
2024-02-16 21:09:28,6.0,2.0,,2.0,3.0,,1.0,,1.0,4.0,,,,,1.0,,,,
2023-12-04 18:40:30,,1.0,,2.0,2.0,,,,,1.0,,,,,,,,,
2024-02-10 12:00:43,2.0,5.0,,2.0,4.0,,,,3.0,4.0,,,,,,,,,
2024-02-03 23:59:48,8.0,,,,11.0,,,,1.0,1.0,,,,,,,,,
2024-01-18 19:10:40,5.0,6.0,,,3.0,,,1.0,1.0,,,,,,,,,,
2023-11-21 06:50:27,,2.0,,,,,,,,,,,,,,,,,
2023-12-23 20:00:23,5.0,2.0,,5.0,1.0,,,,,4.0,,,,,,,,,
2023-12-11 20:35:32,2.0,,,,4.0,,1.0,1.0,,4.0,,,,,,,,,
2023-12-08 03:53:51,,,,,,,,,,,,,,,,,,,
2023-11-08 15:46:23,3.0,2.0,3.0,3.0,,,1.0,,,10.0,,,,,,,,,
2023-11-13 04:18:48,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
2024-01-29 14:00:40,1.0,3.0,,1.0,,,,,,,,,,,,,,,
2024-02-13 18:51:33,,,,,,,,,,1.0,,,,,,,,,
2024-01-13 14:00:03,,6.0,3.0,,,,,,,,,,,,,,,,
2023-11-13 17:44:03,,2.0,,,1.0,,,,2.0,,,,,,,,,,
2023-12-04 06:43:02,,,,,1.0,,,,,,,,,,,,,,
2024-02-12 20:18:56,,,,,1.0,,,,1.0,1.0,,,,,,,,,
2024-02-13 10:16:09,8.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,
2024-02-05 07:00:08,1.0,,1.0,1.0,,,,,,,,,,,,,,,
2024-01-17 10:50:19,,2.0,,,,,,,,,,,,,,,,,
2023-11-06 21:25:33,2.0,,,1.0,1.0,,,,,4.0,,,,,,,,,
2024-01-17 12:32:55,2.0,2.0,1.0,3.0,20.0,,1.0,,,6.0,,,,,,,,,
2023-12-14 11:08:22,7.0,1.0,,,2.0,,,3.0,,2.0,,,,,,,,,
2023-11-01 00:00:00,3.0,1.0,,,,,,,,,,,,,,,,,
2023-12-07 03:14:50,6.0,2.0,,1.0,3.0,,,,1.0,3.0,,,,,,,,,
2023-12-03 05:52:58,,,,,1.0,,,,1.0,,,,,,,,,,
2023-11-10 15:38:51,3.0,6.0,4.0,11.0,5.0,,1.0,,,5.0,,,1.0,,,,,,
2023-12-05 10:01:31,2.0,3.0,1.0,,,1.0,,,,,,,,,,,,,
2023-12-28 15:00:37,1.0,6.0,,,2.0,,,,,,,,,,,,,,
2023-11-03 20:01:26,,,,3.0,1.0,,1.0,,,,,,,,,,,,
2023-11-09 16:44:01,3.0,,,,,,,,,,,,,,,,,,
2024-01-31 15:32:11,,,,,,,,,,,,,,,,,,,
2023-11-11 17:22:29,8.0,2.0,5.0,25.0,9.0,1.0,1.0,,5.0,5.0,,,,,,,,,
2023-11-03 01:21:35,1.0,4.0,,,,,,,,1.0,,,,,,,,,
2023-12-13 15:40:43,2.0,2.0,,,2.0,,,,1.0,4.0,,2.0,,,,,,,
2024-02-04 19:07:51,3.0,6.0,,8.0,10.0,,,1.0,,7.0,,,,,,,,,
2023-11-21 12:37:58,6.0,,,,1.0,,1.0,,,,,2.0,,,1.0,,,,
2024-01-26 17:51:07,4.0,,1.0,,4.0,1.0,1.0,1.0,,6.0,,,,,,,,,
2023-11-22 19:31:42,,,,2.0,3.0,,1.0,,2.0,1.0,,,12.0,,,,,,
2023-12-18 07:14:46,,2.0,,3.0,2.0,,,,1.0,,,,,,,,,,
2023-12-07 16:23:39,,,,,,,,,,,,,,,,,,,
2024-01-19 01:39:51,1.0,,,,2.0,,,,2.0,,,,,,,,,,1.0
2024-02-07 06:51:56,,2.0,2.0,2.0,,,,,,,,,,,,,,,
2024-01-17 22:48:42,2.0,1.0,1.0,2.0,4.0,,3.0,,2.0,2.0,,,,,,,,,
2024-01-18 04:44:00,1.0,12.0,5.0,23.0,2.0,,,,,,,,,,,,,,
2024-01-07 12:03:36,,,,,,,,,,,,,,,,,,,
2024-01-29 19:41:22,9.0,2.0,1.0,,9.0,,,,,,,,,,,,,,
2023-12-24 13:28:26,1.0,2.0,,,,,,,,,,,,,,,,,
2023-11-22 14:26:10,,,,,,,,,,,,,,,,,,,
2023-11-07 00:00:00,,,,,1.0,,,,,,,,,,,,,,
2023-11-23 11:22:33,1.0,,,,1.0,,,,,,,,,,,,,,
2023-12-20 01:02:14,6.0,,,,2.0,,,,,1.0,,,,,,,,,
2023-11-21 11:25:49,,,,1.0,,,,,,,,,,,,,,,
2023-12-13 06:07:08,4.0,,,,3.0,,,,,3.0,,,,,,,,,
2023-11-19 17:03:27,3.0,2.0,,,3.0,,1.0,,1.0,,,1.0,,,,,,,
2023-11-23 03:27:53,,,,,,,,,,,,,,,,,,,
2023-11-17 19:53:47,,1.0,,1.0,2.0,,,,,2.0,,,,,,,,,
2024-02-07 11:13:45,,,3.0,,1.0,,,,,1.0,,,,,,,,,
2024-02-13 12:46:24,6.0,4.0,4.0,1.0,,,1.0,3.0,1.0,2.0,,,,,,,,,
2023-11-27 22:41:18,4.0,5.0,1.0,3.0,4.0,,,,1.0,7.0,,,,,,,,,
2023-11-10 03:43:13,1.0,1.0,,1.0,,,,,,2.0,,,,,,,,,
2023-11-10 19:03:30,5.0,2.0,,,,,1.0,,,3.0,,7.0,,,,,,,
2023-12-18 13:46:43,8.0,6.0,1.0,1.0,6.0,,1.0,1.0,2.0,2.0,,,,,,,,,
2023-11-21 10:02:32,,,1.0,2.0,1.0,,,2.0,,7.0,,,,,,,,,
2024-02-02 21:37:10,1.0,2.0,,1.0,2.0,,2.0,,,1.0,,,,,,,,,
2023-11-09 10:25:44,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,
2023-11-06 12:56:31,2.0,1.0,1.0,11.0,13.0,1.0,1.0,,,7.0,,,,,,,,,
2023-11-30 12:10:31,,,,,,,,,,3.0,,,,,,,,,
2024-01-07 14:45:02,1.0,,,,,,,,,1.0,,,,,,,,,
2023-12-08 00:00:00,,,,,1.0,,,,,,,,,,,,,,
2023-12-15 11:59:08,,2.0,,,,,,,,,,,,,,,,,
2023-11-24 18:31:20,,,,,,,,,,,,,,,,,,,
2023-11-09 12:35:04,1.0,5.0,,1.0,,,,,,,,,,,,,,,
2024-01-10 09:00:27,3.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,
2023-11-30 11:37:20,,4.0,,6.0,1.0,,,,,1.0,,,,,,,,,
2023-11-13 11:06:29,3.0,3.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,,1.0,,,
2023-11-18 01:02:18,,1.0,,3.0,,,,,,,,,,,,,,,
2024-01-24 17:41:29,,,3.0,,1.0,,,,,1.0,,,,,,,,,
2024-02-12 22:45:27,,3.0,,2.0,2.0,,,,2.0,2.0,,,,,,,,,
2024-02-06 12:45:38,1.0,,,,3.0,,,2.0,1.0,1.0,,,,,,,,,
2024-01-18 10:53:31,1.0,,,,,,,,,2.0,,2.0,,,,,,,
2023-11-14 18:55:08,2.0,1.0,1.0,3.0,4.0,,3.0,,1.0,,,,,,,,,,
2023-12-01 22:14:00,8.0,3.0,5.0,4.0,7.0,,2.0,3.0,3.0,21.0,,,,,,,,,
2024-02-01 09:54:26,3.0,2.0,,,6.0,,,,,,,,,,,,,,
2023-11-03 00:40:16,5.0,1.0,,3.0,9.0,,,,,11.0,,,3.0,,,,,,
2024-02-06 08:11:16,11.0,,1.0,,5.0,,,,,1.0,,1.0,,,,,,,
2023-11-08 07:49:02,,,,,,,,,,,,,,,,,,,
2023-11-11 08:00:30,8.0,1.0,2.0,1.0,3.0,,,1.0,,4.0,,,,,,,,,
2024-01-06 12:37:17,,,,,,,,,,,,,,,,,,,
2023-12-12 13:04:01,,,,,,,1.0,,,1.0,,,,,,,,,
2023-11-01 23:38:17,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
2024-01-18 18:24:57,7.0,6.0,3.0,5.0,20.0,,2.0,,2.0,13.0,,,1.0,,,,,,
2023-11-10 07:39:24,1.0,,,,,,,,,1.0,,,,,,,,,
2024-02-11 16:16:51,,,,,,,,,,,,,,,,,,,
2023-11-10 12:24:26,14.0,3.0,1.0,4.0,9.0,,1.0,,,5.0,,,,,,,,,
2023-12-11 13:25:43,,,1.0,,,,,,,,,,,,,,,,
2024-02-05 20:42:33,,2.0,,,1.0,,,,,,,,,,,,,,
2023-11-22 16:00:33,4.0,,1.0,1.0,,,2.0,2.0,,7.0,,,,,,,,,
2023-12-20 12:57:02,2.0,2.0,2.0,4.0,6.0,,,,8.0,2.0,,,,,,,,,
2023-11-21 10:02:32,,,1.0,2.0,1.0,,,2.0,,7.0,,,,,,,,,
2023-11-25 22:00:14,,3.0,2.0,1.0,2.0,,1.0,,,3.0,,1.0,,,,,,,
2024-02-12 16:38:23,1.0,1.0,,,,,,,,,,,,,,,,,
2023-12-22 19:56:10,,,,,,,,,,,,,,,,,,,
2024-02-17 12:00:13,4.0,,3.0,4.0,1.0,,1.0,,2.0,6.0,,,,,,,,,
2024-01-02 08:46:20,1.0,2.0,,1.0,2.0,1.0,2.0,,,5.0,,,,,,,,,
2023-12-25 22:50:29,,,,1.0,,,,,,,,,,,,,,,
2023-11-28 12:34:24,,,,,,,,,,,,,,,,,,,
2023-12-21 19:14:54,,,,1.0,,,,,,,,,,,,,,,
2024-02-06 16:59:59,1.0,4.0,1.0,,3.0,,,,,,,,,,,,,,
2023-12-16 10:00:55,3.0,1.0,1.0,3.0,1.0,,,,,1.0,,,,,,,,,
2023-11-05 00:33:41,7.0,3.0,,,2.0,,,,1.0,1.0,,,,,,,,,
2023-11-14 08:54:35,,1.0,,3.0,,,,,1.0,,,4.0,,,,,,,
2023-11-23 06:00:49,4.0,2.0,,,,,,,,,,,,,,,,,
2023-11-14 00:00:00,,,,,,,,,,,,5.0,,,,,,,
2024-02-16 16:20:51,1.0,,,,4.0,,,,,2.0,,,,,,,,,
2023-12-14 22:54:09,5.0,1.0,1.0,,7.0,1.0,1.0,,3.0,5.0,,,,,,,,,
2023-12-15 13:47:59,1.0,4.0,1.0,,3.0,1.0,,,3.0,1.0,,,,,,,,,
2023-11-18 19:37:40,,2.0,,,,,,3.0,,2.0,,,,,,,,,
2023-11-21 01:13:19,1.0,,,,,,,,,,,,,,,,,,
2023-12-19 14:02:00,1.0,,,,,,,,,,,,,,,,,,
2024-02-11 20:34:22,,1.0,3.0,,,,,,,,,,,,,,,,
2023-12-11 20:00:33,,,,,,,,,,,,,,,,,,,
2023-12-07 03:34:49,1.0,1.0,,,5.0,,,,,,,,,,,,,,
2023-11-05 18:15:20,1.0,6.0,1.0,1.0,5.0,,,,1.0,5.0,,,,,,,,,
2023-11-07 21:17:52,1.0,,1.0,2.0,2.0,,,,2.0,2.0,,,,,,,,,
2023-11-29 09:00:36,2.0,2.0,,1.0,1.0,,,,,2.0,,,,,,,,,
2024-02-08 21:29:37,,2.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,
2024-01-15 19:46:16,1.0,2.0,1.0,1.0,4.0,,,,1.0,1.0,,,,,,,,,
2024-01-09 12:00:09,6.0,1.0,,3.0,2.0,,,2.0,,5.0,,,,,,,,,
2023-11-07 22:22:32,2.0,,,1.0,2.0,,,,2.0,2.0,,,,,,,,,
2023-11-02 14:27:46,1.0,3.0,1.0,1.0,2.0,,,,,4.0,,,,,1.0,,,,
2023-11-07 05:56:49,,,2.0,,1.0,,,,,,,,,,,,,,
2024-01-22 00:00:00,1.0,2.0,,,,,,,,,,,,,,,,,
2023-11-23 14:04:57,,2.0,,3.0,1.0,,,,,2.0,,1.0,,,,,,,
2024-02-12 21:16:52,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-03 16:22:18,6.0,1.0,,1.0,1.0,,,,2.0,2.0,,,,,,,1.0,,
2024-02-15 09:56:17,,,,,,,,,,,,,,,,,,,
2023-11-08 18:15:47,10.0,5.0,1.0,1.0,4.0,,2.0,,1.0,2.0,,,,,,,,,
2024-01-25 23:00:27,,6.0,,2.0,,,,,,,,,,,,,,,
2023-11-15 17:16:38,,,,1.0,,,,,,,,,,,,,,,
2023-11-03 14:36:23,6.0,3.0,,,1.0,1.0,2.0,,,3.0,,,,,,,,,
2023-12-03 00:00:00,,1.0,,,,,,,,,,,,,,,,,
2023-11-25 22:48:50,4.0,7.0,,3.0,2.0,,,,1.0,3.0,,,,,,,,,
2023-12-19 12:34:08,2.0,,2.0,,,,,,,6.0,,,,,,,,,
2023-11-11 10:15:53,1.0,,,,,,,,,,,,,,,,,,
2024-02-16 20:04:05,,,,,,,,,,1.0,,,,,,,,,
2023-11-21 19:32:26,1.0,3.0,,,,,,1.0,,,,,,,,,,,
2023-11-19 05:40:51,3.0,2.0,,,4.0,,1.0,,,3.0,,,,,,,,,
2024-02-02 12:18:01,1.0,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,
2023-12-22 12:00:57,,,,,,,,,,,,,,,,,,,
2024-02-06 05:00:02,,,,,7.0,,,,,1.0,,,,,,,,,
2023-12-25 16:28:15,5.0,1.0,1.0,7.0,4.0,1.0,1.0,,1.0,5.0,,,,,,,,,
2024-01-29 19:15:37,10.0,2.0,,1.0,11.0,,,,,2.0,,,,,,,,,
2023-11-07 21:11:31,,1.0,,,,,,,,1.0,,,,,,,,,
2024-02-15 00:57:24,,,,,,,,,,,,,,,,,,,
2024-02-16 12:25:49,1.0,1.0,,,,,,,,,,,,,,,,,
2023-12-25 13:43:18,3.0,,1.0,,,,1.0,,,,,,,,,,,,
2023-11-14 09:30:39,1.0,,,,10.0,,,,,,,,,,,,,,
2023-11-26 21:53:47,1.0,3.0,,,1.0,,,,,,,,,,,,,,
2023-11-30 12:53:32,,,,,,,,,,,,,,,,,,,
2023-12-21 11:31:23,,2.0,,,,,,,,,,,,,,,,,
2023-11-12 14:34:17,2.0,1.0,,1.0,3.0,,,,3.0,4.0,,,,,,,,,
2023-11-03 17:59:25,4.0,8.0,,3.0,5.0,1.0,,,1.0,4.0,,,,,,,,,
2023-12-07 22:01:11,2.0,1.0,,,,,,,,,,,,,,,,,
2023-12-21 10:42:03,1.0,,,,,,,,,,,,,,,,,,
2024-01-06 01:10:51,,,,,1.0,,,,,,,,,,,,,,
2023-11-24 20:23:23,,,,,,,,,,,,,,,,,,,
2023-11-06 22:48:09,5.0,2.0,,2.0,,,,,1.0,1.0,,1.0,,,,,,,
2024-02-07 16:19:52,,1.0,2.0,3.0,5.0,,,,,,,,,,,,,,3.0
2024-01-06 11:00:07,2.0,1.0,2.0,5.0,,,,,,,,,,,,,,,
2024-01-09 00:01:51,7.0,3.0,2.0,,2.0,,,,,10.0,,,,,,,,,
2024-02-12 11:57:21,,,2.0,,,,,,,,,,,,,,,,
2023-11-17 07:20:54,,3.0,2.0,,12.0,,1.0,2.0,5.0,4.0,,,,,,,,,
2024-02-07 01:01:11,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,
2024-01-19 08:13:37,,,,1.0,,,,,,,,,,,,,,,
2023-12-05 09:09:14,3.0,,4.0,1.0,,,,,1.0,3.0,,,,,,,,,
2023-12-24 01:43:11,2.0,,,,4.0,,,,1.0,1.0,,,,,,,,,
2023-11-22 23:42:59,1.0,6.0,,2.0,,,,,,,,,,,,,,,
2024-02-06 07:50:46,,,,,,,,,,,,,,,,,,,
2023-11-15 04:53:05,1.0,6.0,,1.0,2.0,,,,,2.0,,,,,,,,,
2023-12-27 05:50:51,2.0,2.0,,,,,,,,,,4.0,,,,,,,
2023-11-02 15:33:37,1.0,,,,,,,,,,,,,,,,,,
2023-11-17 01:36:54,,,,7.0,1.0,1.0,,,,,,,,,,,,,
2023-11-02 16:35:43,3.0,2.0,1.0,,3.0,,,,,,,,,,,,,,
2024-02-11 19:12:23,,,,,,,,,,,,,,,,,,,
2024-01-26 20:04:37,5.0,1.0,,,,,,,,1.0,,,,,,,,,
2023-12-08 21:47:08,8.0,1.0,,1.0,1.0,,1.0,,1.0,11.0,,,,,,,,,
2023-11-11 20:41:49,,2.0,1.0,,,,,,,,,,,,,,,,
2023-11-01 00:00:00,2.0,1.0,,,3.0,,,,1.0,3.0,,,,,,,,,
2023-11-15 16:51:48,6.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,
2023-12-20 18:30:08,,,,1.0,2.0,,,,,1.0,,,,,,,,,
2023-11-09 02:41:02,2.0,2.0,1.0,2.0,5.0,,,,,,,,,,,,,,
2023-11-18 05:04:31,,,,1.0,,,,,,,,,,,,,,,
2024-02-02 21:50:09,1.0,1.0,,,,,,,,,,,,,,,,,
2024-01-22 17:41:02,5.0,7.0,4.0,2.0,4.0,,,,1.0,4.0,,,,,,,,,
2023-11-04 16:52:29,3.0,2.0,,,,,,,1.0,1.0,,,,,,,,,
2023-11-02 17:55:51,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,,
2023-11-21 00:36:47,2.0,3.0,,,9.0,,2.0,1.0,1.0,1.0,,2.0,,,,,,,
2023-11-04 17:45:11,10.0,4.0,,,2.0,,1.0,,,,,,,,,,,,
2023-11-29 00:26:39,,3.0,,4.0,1.0,,,,1.0,6.0,,,,,,,,,
2024-02-09 03:47:44,1.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,
2023-12-06 13:06:02,3.0,7.0,2.0,4.0,6.0,,,,,2.0,,,,,,,,,
2024-02-02 12:00:04,3.0,6.0,1.0,4.0,2.0,,1.0,,,3.0,,,,,,,,,
2023-11-09 22:15:11,7.0,2.0,,1.0,11.0,,1.0,,4.0,10.0,,,,,,,,,
2024-02-07 16:24:24,4.0,1.0,,,,,1.0,,,,,,,,,,,,
2023-11-13 22:02:26,,,,2.0,,,,,,,,,,,,,,,
2024-01-20 18:15:51,3.0,2.0,2.0,1.0,4.0,,,,,13.0,,,,,,,,,
2024-01-29 00:00:25,1.0,,,,3.0,,,,,1.0,,,,,,,,,
2023-12-07 00:29:52,4.0,,,,5.0,,,,,4.0,,,,,,,,,
2024-02-12 14:00:20,8.0,,,,,,1.0,,,1.0,,,,,,,,,
2024-01-11 22:34:24,,,,,,,,,,,,,,,,,,,
2023-11-14 22:18:53,,,,1.0,,,,,,,,,,,,,,,
2023-11-10 00:00:00,,2.0,1.0,4.0,1.0,,,,,2.0,,,,,,,,,
2023-11-03 22:43:41,1.0,7.0,,2.0,2.0,,,,1.0,3.0,1.0,,,,,,,,
2024-02-05 19:22:05,6.0,1.0,2.0,,21.0,,1.0,,2.0,3.0,,,,,,,,,
2023-12-19 08:46:07,,3.0,,2.0,3.0,1.0,,,2.0,8.0,,,,,,,,,
2024-01-21 06:45:32,9.0,4.0,,,3.0,,,,,,,,,,,,,,
2023-12-22 16:23:57,,,,,,,,,,,,,,,,,,,
2024-02-16 16:15:14,3.0,1.0,,3.0,5.0,,1.0,,,10.0,,,,,,,,,
2024-02-18 22:58:35,2.0,,,1.0,,,,,,,,,,,,,,,
2023-11-09 03:50:41,8.0,1.0,,1.0,6.0,,,,,1.0,,1.0,,,,,,,
2023-12-08 14:53:19,6.0,1.0,,2.0,2.0,,,,,,,,,,,,,,
2024-01-10 17:07:35,1.0,,,,,,,,,3.0,,,,,,,,,
2023-11-02 14:00:51,1.0,2.0,1.0,,3.0,,,,,3.0,,,,,,,,,
2023-12-03 10:00:11,2.0,1.0,2.0,,,,,,,,,,,,,,,,
2024-01-06 08:00:05,3.0,1.0,2.0,2.0,4.0,,1.0,,,7.0,,,1.0,,,,,,
2024-01-07 14:53:43,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,
2023-11-02 00:01:24,1.0,,,,,,,,,,,,,,,,,,
2024-02-07 17:12:06,2.0,,,5.0,1.0,,,,,,,,,,,,,,1.0
2024-02-04 03:10:45,3.0,,,,8.0,,1.0,,,,,,,,,,,,
2023-11-06 05:54:57,1.0,2.0,,,1.0,,,,,,,,,,,,,,
2024-01-09 20:06:36,7.0,,1.0,2.0,13.0,,4.0,,1.0,13.0,,1.0,2.0,,,,,,
2024-02-05 19:02:28,,1.0,,,,,,,,3.0,,,,,,,,,
2024-01-18 08:00:04,3.0,2.0,5.0,18.0,4.0,,1.0,,,2.0,,,,,,,,,
2023-11-29 03:00:22,3.0,4.0,,1.0,3.0,,,,1.0,1.0,,,,,,,,,
2024-02-18 19:58:59,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,
2024-01-10 20:23:37,,,,,,,,,,,,,,,,,,,
2023-11-29 12:45:40,,,,,,,,,,,,,,,,,,,
2024-01-05 19:27:20,4.0,2.0,,,2.0,,1.0,,1.0,3.0,,1.0,,,,,,,
2023-11-22 21:54:57,,2.0,,5.0,1.0,,,,,,,,,,,,,,
2023-11-08 00:40:35,4.0,3.0,,,,,,1.0,,,,,,,,,,,
2024-01-20 12:39:07,2.0,1.0,,,,,,,,,,,,,,,,,
2023-11-10 22:27:08,,,,,2.0,,,1.0,3.0,1.0,,,,,,,,,
2023-11-26 19:39:39,,,,1.0,2.0,,,,,1.0,,2.0,,,,,,,
2023-11-08 09:17:27,2.0,,,,,,,,,,,,,,,,,,
2023-11-23 17:52:06,,1.0,1.0,,7.0,,,,2.0,,,,,,,,,,
2023-12-02 23:06:31,2.0,2.0,,1.0,,,,,,,,,,,,,,,
2023-11-03 05:02:57,1.0,4.0,,,1.0,,,,,,,,,,,,,,
2023-12-01 18:32:22,,,,,,,,,,,,,,,,,,,
2023-11-24 01:57:15,,,,1.0,,,,,,,,,,,,,,,
2024-02-08 14:39:56,4.0,1.0,2.0,8.0,17.0,1.0,3.0,,,11.0,,,,,,,1.0,,
2023-11-28 12:59:26,6.0,3.0,,,3.0,,,,,2.0,,,,,,,,,
2023-11-08 11:21:52,8.0,3.0,1.0,,4.0,,,2.0,3.0,5.0,,,,,,,,,
2024-01-28 00:48:13,3.0,,1.0,6.0,2.0,,,,1.0,4.0,,,,,,,,,
2023-11-20 05:00:11,1.0,3.0,,,,,,,,,,,,,,,,,
2024-01-15 00:42:35,2.0,1.0,,,14.0,,1.0,,3.0,7.0,,,,,,,,,
2023-11-24 14:00:21,3.0,,,,,,,,,,,,,,,,,,
2023-11-21 12:34:01,1.0,,,,,,,,,,,1.0,,,,,,,
2023-11-09 16:04:42,7.0,2.0,,3.0,15.0,,4.0,,1.0,2.0,,,,,,,,,
2023-12-28 21:15:29,1.0,,4.0,1.0,1.0,,,,,5.0,,,,,,,,,
2024-02-09 22:06:55,1.0,,,5.0,2.0,,,,,5.0,,,,,,,,,
2023-11-21 22:54:15,,1.0,,,,,,,,,,,,,,,,,
2023-12-04 12:03:32,10.0,2.0,,,,,,,,,,,,,,,,,
2024-02-18 18:23:27,1.0,,,,,,,,,1.0,,,,,,,,,
2023-11-16 06:38:32,3.0,,,4.0,6.0,,2.0,5.0,2.0,1.0,,,,,,,,,3.0
2023-11-14 12:24:02,1.0,,1.0,,1.0,,,,,,,4.0,,2.0,,,,,
2023-11-27 15:17:52,,,,,,,,,,,,,,,,,,,
2023-11-12 08:25:54,6.0,2.0,1.0,5.0,1.0,,,,1.0,1.0,,,,,,,1.0,,
2024-01-14 11:47:01,,,1.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,
2024-01-30 07:00:24,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,
2023-11-03 16:20:43,2.0,5.0,1.0,15.0,8.0,,3.0,,,5.0,,,1.0,,,,,,
2023-11-12 22:54:03,7.0,3.0,,4.0,2.0,,,,3.0,5.0,,,,,,,,,
2023-12-07 22:19:06,7.0,13.0,,14.0,3.0,,,,,,,,,,,,,,
2023-12-12 15:33:10,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,
2023-11-09 03:36:40,4.0,,2.0,1.0,7.0,,,,1.0,3.0,,,,1.0,1.0,,,,
2024-02-12 16:59:28,5.0,4.0,,3.0,5.0,,2.0,,,,,,,,,,,,
2023-11-14 16:51:50,1.0,,3.0,1.0,4.0,,1.0,,1.0,2.0,,,,,,,,,
2023-12-08 21:18:20,6.0,8.0,2.0,5.0,9.0,,,,,2.0,,,,,,,,,
2023-11-13 05:00:25,4.0,3.0,1.0,4.0,3.0,,,,,2.0,,,,,,,,,
2023-11-06 00:00:00,,,,,,,,,1.0,1.0,,,,,,,,,
2023-12-06 22:14:18,,4.0,2.0,5.0,1.0,,,,1.0,7.0,,,,,,,,,
2023-11-21 22:01:31,4.0,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,
2024-01-15 13:48:30,1.0,,,,4.0,,,,4.0,1.0,,,,,,,,,
2023-11-01 20:34:37,4.0,2.0,,1.0,6.0,,,,1.0,1.0,,,,,,,,,
2023-11-06 06:00:29,8.0,6.0,,,1.0,,,,2.0,,,1.0,,,,,,,
2024-02-13 15:21:05,,5.0,,,,,,,,,,,,,,,,,
2024-02-11 09:21:52,3.0,2.0,2.0,,2.0,,,,2.0,6.0,,,,,,,,,
2023-12-26 11:30:34,,3.0,,,7.0,,,,,,,,,,,,,,
2023-11-24 18:38:34,1.0,2.0,,2.0,,,,,,4.0,,,,,,,,,
2024-01-18 16:04:03,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,
2023-11-29 17:20:38,,,,1.0,,,,,,,,,,,,,,,
