date_publish,hostile_encounter,quantified_mass,death,buildings,attack,besieging,destroying,committing_crime,terrorism,killing,military_operation,firing,explosion,surrendering,violence,rebellion,subversion,counterattack,arson
2023-12-28 15:02:00,2.0,5.0,2.0,1.0,10.0,,,,9.0,12.0,,,,,,,,,
2024-01-14 09:01:23,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-15 14:08:58,,,,3.0,1.0,,,,,,,,,,,,,,
2023-11-03 16:19:19,,,,,,,,,,,,,,,,,,,
2023-11-09 12:53:38,,,1.0,,2.0,,,,1.0,2.0,,,,,,,,,
2023-12-08 05:42:28,,4.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,
2023-11-09 22:24:02,2.0,2.0,1.0,,6.0,,,,3.0,4.0,,,,,,,,,
2023-11-05 21:53:33,1.0,1.0,,,,,,,,,,,,,,,,,
2024-02-19 22:30:43,1.0,1.0,,2.0,,,,1.0,2.0,3.0,,,,,,,,,
2024-01-11 18:30:07,3.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
2023-11-02 19:16:52,3.0,1.0,,,1.0,,,,,,,,,,,,,,
2023-11-21 22:17:51,,,,,,,,,,,,,,,,,,,
2023-11-01 17:07:41,1.0,,,,1.0,,,,,,,,,,,,,,
2023-11-12 09:08:24,,,,,,,,,,,,,,,,,,,
2024-01-23 13:00:11,2.0,3.0,,1.0,1.0,,1.0,,1.0,5.0,,,,,,,,,
2023-11-08 13:44:05,,,,,,,,,,,,,,,,,,,
2024-02-17 07:09:10,4.0,1.0,,3.0,7.0,,3.0,,,5.0,,,,,,,,,
2023-12-19 09:35:38,,10.0,,1.0,1.0,,,,,,,,,,,,,,
2024-02-13 10:47:45,,,,,,,,,,,,,,,,,,,
2023-11-13 00:31:02,,1.0,,4.0,,,,,,,,,,,,,,,
2024-01-29 21:03:00,7.0,1.0,2.0,,29.0,,,,5.0,15.0,,,,,,,,,
2024-02-03 21:35:16,3.0,1.0,,,2.0,,,,1.0,,,,,,,,,,
2024-01-28 14:36:38,,,,3.0,9.0,,,1.0,,,,,,1.0,,,,,1.0
2024-02-02 12:37:32,2.0,5.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
2023-12-07 20:06:36,3.0,1.0,1.0,,8.0,,,1.0,5.0,3.0,,,,,,,,,
2023-12-11 16:15:39,,5.0,,,,,,,,,,1.0,,,,,,,
2024-01-02 19:51:11,,2.0,,,4.0,,,,,,,,,,,,,,
2024-02-07 04:57:30,1.0,8.0,,1.0,,,,,,,,,,,,,,,
2023-11-13 09:29:26,,1.0,,6.0,8.0,,1.0,1.0,2.0,2.0,,,,,,,,,
2024-01-14 22:20:28,4.0,,1.0,4.0,7.0,,1.0,1.0,2.0,3.0,,1.0,,,,,,,
2023-11-16 12:50:39,4.0,2.0,4.0,,1.0,,,,1.0,2.0,,,,,,,,,
2023-11-19 15:42:09,2.0,5.0,,,10.0,,,,5.0,,,,,,,,,,
2023-12-01 14:00:20,6.0,,,3.0,,,,,1.0,5.0,,,,,,,,,
2023-11-12 11:42:32,,,,,,,,,,,,,,,,,,,
2023-12-08 18:13:05,8.0,1.0,,2.0,,,2.0,1.0,,6.0,,,,,1.0,,,,
2024-01-21 13:30:06,2.0,,1.0,,1.0,,,,,2.0,,,,,,,,,
2023-12-05 03:21:05,1.0,7.0,1.0,2.0,12.0,,,4.0,3.0,5.0,,,,,,,,,
2023-11-17 13:15:23,1.0,,,,,,,,1.0,1.0,,,,,,,,,
2024-02-12 13:46:30,,1.0,,3.0,6.0,,,,,2.0,,,,,,,,,
2024-01-21 06:00:22,6.0,1.0,,,1.0,,,,,2.0,,,,,,,,,
2023-11-08 08:38:52,2.0,,,,,,,,,,,,,,,,,,
2023-12-08 17:45:10,6.0,3.0,5.0,,2.0,,,1.0,,11.0,,,,,,,,,
2023-12-27 15:14:20,4.0,2.0,,4.0,5.0,,2.0,,2.0,4.0,,,,,,,,,
2023-12-01 23:31:03,,,,,,,,,,,,,,,,,,,
2023-11-02 07:00:32,1.0,2.0,,1.0,2.0,,,,,1.0,,,,,,,,,
2024-01-27 06:00:30,,,,,,,,,,,,,,,,,,,
2023-12-08 14:49:59,,,,,,,,1.0,,1.0,,,,,,,,,
2023-11-22 12:23:23,,,,1.0,,,1.0,,,4.0,,,,,,,,,
2023-11-24 11:09:27,1.0,,,,,,,,,,,,,,,,,,
2024-02-13 15:35:55,,1.0,,,,,,,,,,,,,,,,,
2023-11-07 05:41:11,,3.0,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,
2023-11-18 23:05:29,,,,,,,,,,,,,,,,,,,
2023-11-08 02:17:14,,,,,,,,,,,,,,,,,,,
2023-12-20 00:00:00,1.0,,1.0,2.0,,,,,,3.0,,,,,,,,,
2023-11-26 17:05:14,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
2023-11-07 13:36:31,,,,1.0,1.0,,,,,,,,,,,,,,
2024-02-14 14:54:40,,4.0,,2.0,,,,,,2.0,,1.0,,,,,1.0,,
2023-11-06 12:54:47,3.0,,,,,,1.0,,,,,,,,,,,,
2023-12-03 22:30:25,,2.0,,1.0,,,,,,,,,,,,,,,
2024-01-22 10:06:37,6.0,5.0,,,,,,,,,,,,,,,,,
2023-11-07 08:24:55,13.0,1.0,1.0,,,,,,4.0,1.0,,,,,,,,1.0,
2023-11-11 00:00:00,4.0,,,,1.0,,1.0,,,,,,,,,,,,
2023-11-10 21:42:57,1.0,,,,,,,,,,,,,,,,,,
2024-01-01 20:54:23,,2.0,,1.0,,,,,,,,,,,,,,,
2024-02-17 10:27:11,1.0,1.0,,3.0,4.0,,,1.0,,3.0,,,,,,,,,
2023-11-12 16:19:17,1.0,2.0,,,,,,,,,,,,,,,,,
2023-12-23 01:21:19,,,,,,,,,,,,,,,,,,,
2023-11-10 01:31:13,,,,,,,,,,,,1.0,,,,,,,
2024-01-30 21:23:55,2.0,1.0,1.0,,3.0,1.0,2.0,,,4.0,,1.0,,,,,,,
2023-12-11 18:43:00,1.0,,1.0,,5.0,,1.0,,2.0,4.0,,,,,,,,,
2023-12-21 06:13:20,,1.0,,,,,,,,,,,,,,,,,
2024-02-11 19:50:16,,1.0,1.0,,5.0,,,,,3.0,,,,,,,,,
2023-12-05 21:21:50,1.0,5.0,,,8.0,,,4.0,,3.0,,,,,,,,,
2024-01-16 08:24:05,9.0,1.0,,,1.0,,,,,6.0,,,,,,,,,
2023-11-23 14:36:03,6.0,1.0,1.0,,5.0,,,,,6.0,,,,,,,,,
2023-11-27 11:00:46,2.0,4.0,,,2.0,,,,,1.0,,1.0,,,,,,,
2024-01-27 02:31:11,4.0,,1.0,,2.0,,,2.0,1.0,5.0,,,,,,,,,
2023-11-22 10:22:46,4.0,,,,,,,,1.0,1.0,,,,,,,,,
2024-02-09 17:17:31,,1.0,3.0,,1.0,,,1.0,,,,,,,,,,,
2024-01-24 16:29:30,5.0,5.0,2.0,6.0,12.0,,,,,3.0,,,,,,,,,
2023-11-15 10:08:25,4.0,3.0,,2.0,6.0,1.0,,1.0,1.0,4.0,,2.0,,,,,,,
2023-11-08 11:22:27,2.0,,,,2.0,,,4.0,,1.0,,,,,,,,,
2024-02-15 00:03:16,,,,,,,,1.0,,,,,,,,,,,
2024-02-05 00:11:40,1.0,,,,1.0,,,,,2.0,,2.0,,,,,,,
2023-11-06 04:26:52,1.0,,,,,,,,,,,,,,,,,,
2023-11-21 12:06:22,,1.0,1.0,8.0,,,,,,,,,,,,,,,
2023-11-08 16:06:19,3.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,
2024-01-16 17:29:06,1.0,,,1.0,,,,,,1.0,,,,,,,,,
2024-01-13 14:18:08,1.0,,,,,,,,,,,,,,,,,,
2024-01-29 07:46:36,,,,,,,,,,,,,,,,,,,
2023-12-17 21:10:49,,1.0,,,,,,,,,,1.0,,,,,,,
2024-01-31 23:49:43,,1.0,3.0,2.0,2.0,,2.0,,,3.0,,,,,,,,,1.0
2024-02-18 02:08:13,,,,,,,,,,,,,,,,,,,
2023-12-27 22:57:52,4.0,2.0,1.0,,3.0,,1.0,,2.0,7.0,,,,,,,,,
2023-11-09 14:16:35,1.0,1.0,,,,,,,,,,,,,,,,,
2023-12-24 06:24:09,,,,,,,,,,,,,,,,,,,
2024-02-14 14:46:46,,,1.0,,,,,,,,,,,,,,,,
2023-11-23 08:52:35,2.0,1.0,1.0,,4.0,,,,1.0,2.0,,,,,,,,,
2023-12-19 06:02:17,1.0,3.0,,2.0,,,,,,2.0,,,,,,,,,
2023-12-22 15:24:22,2.0,17.0,1.0,,1.0,,,,,1.0,,,,,,,,,
2023-11-21 13:04:11,1.0,2.0,,25.0,5.0,,1.0,,,5.0,,,,,,,,,
2023-12-25 13:33:45,10.0,4.0,6.0,2.0,8.0,,,,,6.0,,,,,,,,,
2024-01-09 14:11:11,,,3.0,,1.0,,,,,1.0,,,,,,,,,
2023-11-27 19:14:20,7.0,2.0,,12.0,3.0,,2.0,,,5.0,,,3.0,,,,,,
2023-11-18 18:50:10,,,,1.0,1.0,,,,,1.0,,,,,,,,,
2023-12-07 14:19:04,,,,,,,,,,,,,,,,,,,
2023-11-26 00:00:00,,1.0,,,,,,,,,,,,,,,,,
2024-01-30 14:23:18,1.0,,,,1.0,,,,,,,,,,,,,,
2023-11-07 20:32:27,5.0,5.0,3.0,4.0,7.0,1.0,1.0,,,5.0,,,,,,,,,
2024-02-08 22:05:58,3.0,3.0,1.0,5.0,6.0,,3.0,,,1.0,,,,,,,,,
2023-12-01 14:47:26,2.0,,,6.0,3.0,,1.0,1.0,,,,5.0,,,,,,,
2024-02-13 15:12:17,,,,,,,,,,,,,,,,,,,
2024-02-14 13:08:25,,,,,,,,,,,,,,,,,,,
2024-01-30 23:45:01,1.0,7.0,,3.0,7.0,,1.0,1.0,1.0,2.0,,,,,,,,,
2023-12-12 09:39:18,8.0,8.0,6.0,6.0,9.0,1.0,6.0,,,9.0,1.0,,,,,,,,
2024-01-01 15:52:52,1.0,4.0,,6.0,,,,,,,,,,,,,,,
2024-02-15 13:23:00,1.0,2.0,,4.0,10.0,,,2.0,,,,,,,,,,,
2023-11-11 09:58:05,2.0,1.0,,,1.0,,,,3.0,1.0,,,,,,,,,
2023-12-01 05:03:14,22.0,2.0,,,5.0,,,,1.0,,,,,3.0,,,,1.0,
2023-12-17 10:00:24,2.0,2.0,,,,,,,,,,,,,,,,,
2023-11-22 14:16:42,4.0,2.0,,,1.0,,,,,1.0,,,,,,,,,
2023-11-24 05:57:01,2.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
2023-12-05 18:54:21,5.0,,1.0,,3.0,,3.0,,,1.0,,,,,,,,,
2024-02-18 16:01:04,9.0,2.0,2.0,5.0,6.0,,,,1.0,4.0,,1.0,,,,,,,
2023-11-15 20:03:47,2.0,,,,,1.0,,,,,,,,,,,,,
2023-11-09 22:56:11,5.0,1.0,,4.0,3.0,,,3.0,,4.0,,,,,1.0,,,,
2023-12-03 01:53:51,,2.0,,,2.0,,,,1.0,,,,,,,,,,
2023-12-10 23:18:03,6.0,2.0,,,6.0,,,,,,1.0,,,,,,,,
2024-01-05 18:31:18,,1.0,,,2.0,,,,,,,,,,,,,,
2023-11-09 11:37:17,3.0,1.0,,,12.0,,,1.0,2.0,1.0,,,,,,,,,
2023-11-08 15:02:19,3.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,
2023-11-30 11:39:30,,,,,4.0,,1.0,,2.0,6.0,,,,,,,,,
2023-11-01 17:54:30,1.0,1.0,,,2.0,,,,,3.0,,,,,,,,,
2023-11-13 09:35:53,,,,,,,,,,,,1.0,,,,,,,
2023-11-30 05:02:13,3.0,1.0,,,,,,,,,,,,,,,,,
2023-12-04 20:39:35,,,,1.0,1.0,,,,,,,,,,,,,,
2023-11-10 14:22:13,2.0,1.0,1.0,1.0,3.0,,1.0,,1.0,2.0,,,,,,,,,
2023-11-22 08:02:05,1.0,,,,2.0,,,,,2.0,,,,,,,,,
2023-12-22 21:00:06,4.0,2.0,2.0,,1.0,,,,,,,,,,,,,,
2023-11-07 22:25:00,2.0,2.0,,5.0,1.0,,,,2.0,,,,,,,,,,
2023-12-01 11:56:53,,,,,,,,,,,,,,,,,,,
2023-12-02 16:01:39,,1.0,,,,,,,,,,,,,,,,,
2023-11-05 19:16:42,6.0,5.0,,9.0,14.0,,1.0,1.0,,9.0,,,,,,,,,
2023-11-15 16:54:07,,3.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,
2024-02-11 10:54:14,10.0,5.0,1.0,4.0,5.0,,1.0,,,5.0,,,,,,,,,
2024-01-09 18:30:37,2.0,,3.0,5.0,5.0,,,,3.0,5.0,,,2.0,,,,,,
2024-02-17 17:45:22,,1.0,,1.0,3.0,,,,,1.0,,,,,,,,,
2023-11-29 19:20:24,2.0,,,2.0,1.0,,,,,2.0,,,,,,,,,
2023-11-22 11:51:13,1.0,1.0,,,1.0,,,,1.0,10.0,,1.0,,,,,,,
2024-01-31 20:51:57,,,,,,,,,,,,,,,,,,,
2023-12-04 22:01:38,4.0,4.0,,2.0,,,,,1.0,,,,,,,,,,
2023-12-26 01:02:02,9.0,,2.0,2.0,4.0,,2.0,,,5.0,,,,,,,,,
2023-11-09 22:10:51,4.0,1.0,,3.0,2.0,,,1.0,1.0,4.0,,,,,,,,,
2024-02-09 18:17:40,4.0,2.0,,,,,,,,,,,,,,,,,
2024-02-19 00:08:49,3.0,2.0,,,5.0,,,1.0,,1.0,,,,,,,,,
2024-02-12 20:51:45,3.0,,,,3.0,,,,3.0,6.0,,1.0,,,,,,,
2023-12-15 11:34:18,,1.0,,2.0,4.0,,,2.0,,1.0,,,,,,,1.0,,
2023-12-10 23:09:29,3.0,2.0,1.0,3.0,5.0,,,,1.0,4.0,,,,,,,,,
2023-12-08 20:35:27,,,,,,,,,,,,,,,,,,,
2023-12-26 16:47:01,1.0,,,,3.0,2.0,,,1.0,2.0,,,,,,,,,
2023-11-28 20:51:37,,,,,,,,,,,,,,,,,,,
2024-01-25 09:00:17,,2.0,2.0,,,,,,,1.0,,,,,,,,,
2023-12-21 16:19:19,4.0,,3.0,,1.0,,,,,,,,,,,,,,
2024-01-16 15:59:09,15.0,4.0,2.0,4.0,18.0,,1.0,,,10.0,,,,,,,,,
2023-11-13 05:00:25,,5.0,2.0,18.0,,,1.0,,1.0,5.0,,,,,,,,,
2024-02-05 22:19:42,3.0,3.0,,4.0,,,,,1.0,3.0,,,,,,,,,
2023-11-16 18:38:29,,2.0,,,1.0,,,,,,,1.0,,,,,,,
2023-11-22 19:48:55,8.0,4.0,,2.0,4.0,1.0,1.0,,,1.0,,,,,,,,,
2023-11-23 08:52:35,2.0,1.0,1.0,,4.0,,,,1.0,2.0,,,,,,,,,
2023-12-20 13:04:26,5.0,,,,3.0,,,,,2.0,,,,,,,,,
2023-12-21 13:09:42,,,,,,,,,,,,,,,,,,,
2023-11-09 01:56:28,,,,,,,,,,,,,,,,,,,
2023-11-19 14:34:25,1.0,2.0,,4.0,,,,,,,,,,,,,,,
2023-11-25 19:55:28,,3.0,,3.0,2.0,,,,1.0,4.0,,,,,,,,,
2024-02-07 01:57:35,,5.0,1.0,1.0,,,,1.0,,,,,,,,,,,
2023-11-29 10:01:56,4.0,,1.0,,,,1.0,,,,,,,,,,,,
2023-12-16 18:22:38,5.0,3.0,,6.0,4.0,,2.0,,,5.0,,,1.0,,,,,,
2023-11-14 02:22:37,2.0,,,1.0,3.0,,1.0,,3.0,5.0,,,,,,,,,
2023-11-21 18:24:03,3.0,,1.0,,4.0,,1.0,2.0,2.0,2.0,,,,,,,1.0,,
2023-11-27 11:05:47,2.0,,,,1.0,,,1.0,,2.0,,,,,,,,,
2023-11-28 20:30:48,1.0,4.0,,,1.0,,,,,4.0,,,,,,,,,
2024-02-14 12:05:37,6.0,2.0,1.0,5.0,11.0,,1.0,,,4.0,,,,,,,,,
2023-11-26 22:40:38,,3.0,,1.0,,,1.0,,,,,,,,,,,,
2024-01-30 17:37:54,1.0,1.0,,,,,,,,1.0,,,,,,,,,
2023-12-20 22:11:46,6.0,2.0,3.0,3.0,4.0,,1.0,,6.0,14.0,,,,,,,,,
2024-02-10 22:01:03,,3.0,,4.0,,,,,,,,,,,,,,,
2023-11-11 04:41:14,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
2023-11-06 08:56:39,4.0,,1.0,,2.0,,,,,3.0,,1.0,,,,,,,
2024-02-08 00:47:05,2.0,4.0,,2.0,3.0,,,1.0,4.0,,,,,,,,1.0,,
2024-01-26 17:03:18,,,3.0,,1.0,,,,,1.0,,,,,,,,,
2023-11-01 14:38:25,,,,,1.0,,,,,,,,,,1.0,,,,
2024-02-14 14:00:41,3.0,,,,1.0,,,,,,,,,,,,,,
2024-02-18 19:51:56,2.0,,,1.0,,,,,,2.0,,,,,,,,,
2024-01-18 09:33:02,,1.0,,,,,,,,1.0,,,,,,,,,
2023-12-26 09:44:43,2.0,1.0,,,,,,,,,,,,,,,,,
2023-12-13 22:52:20,,3.0,,2.0,,,,,,,,,,,,,,,
2023-11-11 19:21:28,7.0,2.0,2.0,22.0,7.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,
2024-02-15 12:00:00,2.0,,,2.0,,,,,,2.0,,,,,,,,,
2023-11-11 08:05:29,1.0,2.0,4.0,2.0,3.0,,,,,1.0,,,,,,,,,
2023-11-04 09:15:32,,,,,,,,,,,,,,,,,,,
2024-01-03 08:00:16,7.0,5.0,4.0,7.0,,,1.0,,,4.0,,,,,,,,,
2023-11-09 12:45:30,,,1.0,,,,,,,,,,,,,,,,
2024-02-16 02:15:49,,,,,3.0,,,,3.0,1.0,,2.0,,,,,,,
2024-01-11 11:00:17,1.0,,,,,,1.0,,,,,,,,,,,,
2023-12-11 20:28:08,1.0,1.0,,1.0,4.0,,,1.0,,,,,,,,,,,
2023-12-04 08:29:56,,1.0,,,1.0,,,,,,,,,,,,,,
2023-11-13 10:14:44,4.0,1.0,,,,,,,1.0,,,,,,,,,,
2023-11-26 23:59:37,4.0,1.0,,5.0,16.0,,1.0,,,,,,6.0,,,,,,
2023-11-16 09:09:25,,,,,,,,,,,,,,,,,,,
2024-01-09 17:49:51,1.0,,,,,,,,,,,,,,,,,,
2023-11-17 07:31:38,2.0,4.0,,1.0,,,,,,,,,,,,,,,
2023-11-05 13:00:09,1.0,1.0,,3.0,2.0,,1.0,,1.0,2.0,,,,,,,,,
2024-02-11 07:00:05,3.0,1.0,,4.0,1.0,1.0,,,,3.0,,,,,,,,,
2024-01-11 05:33:29,4.0,1.0,,,,,,,,,,11.0,,,,,,,
2023-12-22 17:32:10,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,
2023-11-28 11:45:09,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,
2023-11-13 18:15:01,,2.0,,2.0,1.0,,,,,,,,,,,,,,
2023-12-18 12:05:11,,1.0,,,,,,,,,,,,,,,,,
2024-01-20 17:00:45,3.0,,,,1.0,,,,,,,,,,,,,,
2023-11-14 01:01:26,3.0,2.0,,,,,,,2.0,,,,,,,,,,
2023-12-08 19:38:28,,,,1.0,,,,,,,,,,,,,,,
2023-11-01 09:18:32,3.0,8.0,,5.0,7.0,1.0,,,1.0,4.0,,,,,,,,,
2023-11-22 17:17:19,1.0,1.0,1.0,,,,,,,3.0,,,,,,,,,
2023-12-05 03:54:05,1.0,,,,,,,,,,,,,,,,,,
2024-02-19 14:40:15,2.0,2.0,,,7.0,1.0,,,6.0,1.0,,,,,,,,,
2024-01-13 19:25:00,1.0,6.0,,,1.0,,,,,,,,,,,,,,
2023-11-08 08:33:01,1.0,1.0,,,,,,,,,,,,,,,,,
2024-01-03 15:06:11,,1.0,,,,,,,,,,,,,,,,,
2024-01-23 20:34:11,4.0,2.0,,,,,,,2.0,2.0,,,,,,,,,
2024-01-18 18:43:25,,,,,7.0,,,,,,,,,,,,,,
2023-11-02 19:37:44,5.0,2.0,,1.0,2.0,,,,1.0,,,,,,,,,,
2023-11-19 22:03:15,2.0,2.0,,,,,,,,1.0,,,,,,,,,
2023-12-13 20:59:00,,,,1.0,2.0,,,,,5.0,,,,,,,,,
2024-01-15 15:02:14,1.0,2.0,,3.0,4.0,,,,1.0,3.0,,1.0,,,,,,,
2023-11-16 12:13:50,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,
2024-02-01 16:22:45,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,
2024-01-25 22:00:55,1.0,2.0,,,1.0,,,,,,,,,,,,,,
2024-02-01 08:44:34,3.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,
2023-12-04 06:59:34,10.0,3.0,,,3.0,,,2.0,5.0,4.0,,,,,,,,,
2024-02-06 23:12:08,5.0,2.0,,4.0,4.0,1.0,,2.0,,3.0,,,,,,,,,
2024-01-08 11:00:40,7.0,9.0,1.0,4.0,1.0,,,1.0,,,,,,,,,,,
2023-11-30 08:18:21,1.0,,,,,,,,,,,,,,,,,,
2023-11-27 00:38:39,1.0,,,,,,,,,,,,,,,,,,
2024-02-04 10:00:41,,2.0,1.0,,,,1.0,,,,,,,,,,,,
2023-11-10 09:24:40,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-14 20:31:32,3.0,1.0,1.0,10.0,6.0,,,1.0,,1.0,,,,,,,,,
2023-12-07 02:01:17,5.0,,,8.0,2.0,1.0,,,,3.0,,,,,,,,,
2023-11-29 23:19:50,,2.0,,5.0,2.0,,,,,,,,,,,,,,
2023-11-15 21:27:42,6.0,11.0,1.0,11.0,5.0,,5.0,,,5.0,,1.0,,,,,,,
2024-02-12 23:50:33,1.0,5.0,1.0,,1.0,,,,,,,,,,,,,,
2023-12-25 01:54:43,,4.0,1.0,,2.0,,1.0,,,,,,,,,,,,
2024-02-13 10:29:08,4.0,,,,1.0,,,,,,,,,,,,,,
2023-12-11 20:16:01,1.0,1.0,1.0,,,,1.0,1.0,,6.0,,,,,,,,,
2024-02-13 15:41:10,,5.0,,2.0,8.0,,,,,,,,,,,,,,
2023-12-07 09:44:06,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,
2023-11-17 16:39:47,,1.0,,1.0,,,,,,1.0,,,,,,,,,
2024-02-07 09:02:03,2.0,2.0,,2.0,3.0,1.0,,,1.0,,,,,,,,,,
2023-11-17 04:49:04,3.0,1.0,,,3.0,,,,,1.0,,,,,,,,,
2023-11-02 17:33:10,1.0,5.0,1.0,,4.0,,,,,,,,,,,,,,
2024-02-18 12:14:50,1.0,,,,,,,,,,,,,,,,,,
2023-11-25 09:21:47,1.0,7.0,,2.0,,,,,,,,,,,,,1.0,,
2023-11-05 10:00:05,6.0,,,,1.0,,,1.0,,4.0,,1.0,,,,,,,
2023-12-26 13:19:40,6.0,2.0,,,3.0,,,,,,,,,,,,,,
2023-12-08 14:44:48,,,,,,,,,,,,,,,,,,,
2023-12-23 17:13:29,5.0,1.0,3.0,3.0,2.0,,,,,1.0,,,,,,,,,
2023-12-05 15:14:21,,1.0,,,1.0,,,,1.0,,,,,,,,,,
2023-12-13 18:40:44,8.0,1.0,2.0,2.0,6.0,,1.0,,5.0,4.0,,,,,,,,,
2023-11-24 11:38:34,5.0,1.0,,,2.0,,,,1.0,2.0,,,,,,,,,
2024-01-14 11:25:02,1.0,2.0,,,3.0,,1.0,,,1.0,,,,,,,,,
2023-11-08 08:34:57,,,,,,,,,,,,,,,,,,,
2023-11-02 02:09:12,6.0,3.0,,3.0,4.0,1.0,,,,5.0,,,1.0,,,,,,
2023-11-07 15:55:35,7.0,3.0,,,1.0,,1.0,,2.0,1.0,,,,,,,,,
2024-01-16 22:54:16,9.0,3.0,2.0,4.0,8.0,,,,,1.0,,,,,,,,,
2023-11-08 21:43:44,1.0,1.0,,,,,,,,,,,,,,,,,
2023-11-12 19:53:47,3.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
2024-02-07 01:23:20,2.0,,,,,,,,,1.0,,,,,,,,,
2023-11-07 22:11:51,4.0,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
2023-11-27 21:35:06,,1.0,,,,,,,,,,,,,,,,,
2024-02-14 02:59:16,1.0,2.0,1.0,,7.0,,1.0,,1.0,,,2.0,,,,,,,
2023-11-13 15:34:45,,1.0,,1.0,,,,,,,,,,,,,,,
2024-02-08 17:08:29,2.0,,,6.0,2.0,,,,3.0,2.0,,,,,,,,,
2023-12-01 19:18:42,5.0,5.0,,1.0,9.0,,,,,2.0,,,,,,,,,
2023-11-15 12:05:54,,,1.0,1.0,,,,,,,,,,,,,,,
2024-01-29 19:29:47,,1.0,,,,,,,,,,,,,,,,,
2024-02-17 21:51:40,1.0,,,,,,,,,,,,,,,,,,
2024-02-09 21:31:44,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,
2023-11-13 10:40:24,,,,,,,,,,,,,,,,,,,
2023-11-02 20:46:59,,,,,,,,,,,,,,,,,,,
2023-11-28 15:44:26,1.0,4.0,1.0,2.0,,,,1.0,,,,,,,,,,,
2024-01-03 00:00:00,7.0,1.0,,,5.0,,,4.0,,3.0,,,,,,,,,
2024-02-16 14:24:59,1.0,,,,,,,,,,,3.0,,,,,,,
2023-11-02 16:24:23,5.0,1.0,4.0,2.0,16.0,1.0,1.0,4.0,2.0,6.0,,,,,1.0,,,,
2023-11-12 02:16:10,2.0,5.0,,,,,,,,,,,,,,,,,
2023-11-27 14:10:53,2.0,1.0,,,,,,,,,,,,,,,,,
2023-12-15 09:28:24,,,,,,,,,,,,,,,,,,,
2024-02-13 13:00:46,,2.0,,,1.0,,,,,,,,,,,,,,
2023-11-09 02:31:45,,2.0,,2.0,,,,,2.0,,,1.0,,,,,,,
2024-01-18 16:49:29,1.0,,,,3.0,,,,9.0,1.0,,,,,,,,,
2023-11-28 19:49:38,,,,1.0,,,,,,,,,,,,,,,
2023-11-03 19:08:39,3.0,6.0,1.0,3.0,8.0,1.0,1.0,,1.0,5.0,,,,,,,,,
2024-02-11 21:01:39,2.0,,,,,,,,,,,,,,,,,,
2024-01-23 13:16:08,1.0,2.0,,1.0,6.0,,,2.0,3.0,5.0,,,,,,,,,
2023-12-12 03:44:30,7.0,2.0,2.0,,8.0,,,,,3.0,1.0,,,,,,,,
2024-02-17 21:28:36,,2.0,,,1.0,,,,,,,,,,,,,,
2023-11-01 17:25:04,3.0,,,1.0,,,,,,,,,,,,,,,
2023-12-26 20:07:50,15.0,2.0,,2.0,14.0,,2.0,,,7.0,,,2.0,,,,,,
2024-02-03 19:37:42,2.0,,,,2.0,,1.0,,,,,,,,,,,,
2023-12-14 19:27:50,1.0,4.0,,1.0,2.0,,1.0,,,3.0,,,,,,,,,
2024-01-09 06:59:54,,3.0,,,3.0,1.0,,,,,,,,,,,1.0,,
2024-02-13 15:44:57,3.0,1.0,,3.0,,,,,,1.0,,,,,,,,,
2024-01-03 04:40:18,2.0,2.0,,11.0,3.0,,1.0,,,1.0,,,,,,,,,
2024-01-02 23:48:29,2.0,1.0,,,8.0,,,,,1.0,,,,,,,,,
2023-11-25 12:35:04,1.0,,,1.0,,,1.0,,,,,,,,,,,,
2023-11-01 23:15:05,3.0,3.0,,,4.0,,,,,2.0,,,,,,,,,
2024-01-02 13:19:51,3.0,1.0,,,3.0,,,1.0,,,,,,,,,,,
2023-12-28 00:00:00,2.0,,,,,,,,,,,,,,,,,,
2024-01-04 13:05:13,2.0,3.0,,,2.0,,,1.0,,2.0,,,,,,,,,5.0
2024-02-15 00:00:00,2.0,,,,,,,,,,,,,,,1.0,,,
2024-01-29 15:46:14,,2.0,,,,,,,,,,,,,,,,,
